no change     /nfs/home/vpais/miniconda/condabin/conda
no change     /nfs/home/vpais/miniconda/bin/conda
no change     /nfs/home/vpais/miniconda/bin/conda-env
no change     /nfs/home/vpais/miniconda/bin/activate
no change     /nfs/home/vpais/miniconda/bin/deactivate
no change     /nfs/home/vpais/miniconda/etc/profile.d/conda.sh
no change     /nfs/home/vpais/miniconda/etc/fish/conf.d/conda.fish
no change     /nfs/home/vpais/miniconda/shell/condabin/Conda.psm1
no change     /nfs/home/vpais/miniconda/shell/condabin/conda-hook.ps1
no change     /nfs/home/vpais/miniconda/lib/python3.9/site-packages/xontrib/conda.xsh
no change     /nfs/home/vpais/miniconda/etc/profile.d/conda.csh
no change     /nfs/home/vpais/.bashrc
No action taken.
Using MPI version 3.1, 8 processes
Meep progress: 148.0625/1224.9 = 12.1% done in 5875.5s, 42731.3s to go
on time step 2369 (time=148.062), 2.45688 s/step
Meep progress: 148.1875/1224.9 = 12.1% done in 5880.4s, 42726.1s to go
on time step 2371 (time=148.188), 2.45838 s/step
Meep progress: 148.3125/1224.9 = 12.1% done in 5885.3s, 42720.8s to go
on time step 2373 (time=148.312), 2.45834 s/step
Meep progress: 148.4375/1224.9 = 12.1% done in 5890.2s, 42715.5s to go
on time step 2375 (time=148.438), 2.45619 s/step
Meep progress: 148.5625/1224.9 = 12.1% done in 5895.1s, 42710.2s to go
on time step 2377 (time=148.562), 2.45628 s/step
Meep progress: 148.6875/1224.9 = 12.1% done in 5900.0s, 42704.9s to go
on time step 2379 (time=148.688), 2.45625 s/step
Meep progress: 148.8125/1224.9 = 12.1% done in 5904.9s, 42699.6s to go
on time step 2381 (time=148.812), 2.45664 s/step
Meep progress: 148.9375/1224.9 = 12.2% done in 5909.9s, 42694.3s to go
on time step 2383 (time=148.938), 2.45792 s/step
Meep progress: 149.0625/1224.9 = 12.2% done in 5914.8s, 42689.0s to go
on time step 2385 (time=149.062), 2.45704 s/step
Meep progress: 149.1875/1224.9 = 12.2% done in 5919.7s, 42683.7s to go
on time step 2387 (time=149.188), 2.45691 s/step
Meep progress: 149.3125/1224.9 = 12.2% done in 5924.6s, 42678.4s to go
on time step 2389 (time=149.312), 2.45699 s/step
Meep progress: 149.4375/1224.9 = 12.2% done in 5929.5s, 42673.1s to go
on time step 2391 (time=149.438), 2.4568 s/step
Meep progress: 149.5625/1224.9 = 12.2% done in 5934.4s, 42667.8s to go
on time step 2393 (time=149.562), 2.4568 s/step
Meep progress: 149.6875/1224.9 = 12.2% done in 5939.3s, 42662.5s to go
on time step 2395 (time=149.688), 2.4576 s/step
Meep progress: 149.8125/1224.9 = 12.2% done in 5944.3s, 42657.3s to go
on time step 2397 (time=149.812), 2.45851 s/step
Meep progress: 149.9375/1224.9 = 12.2% done in 5949.2s, 42652.0s to go
on time step 2399 (time=149.938), 2.45662 s/step
Meep progress: 150.0625/1224.9 = 12.3% done in 5954.1s, 42646.7s to go
on time step 2401 (time=150.062), 2.45795 s/step
Meep progress: 150.1875/1224.9 = 12.3% done in 5959.0s, 42641.5s to go
on time step 2403 (time=150.188), 2.46353 s/step
Meep progress: 150.3125/1224.9 = 12.3% done in 5963.9s, 42636.3s to go
on time step 2405 (time=150.312), 2.46324 s/step
Meep progress: 150.4375/1224.9 = 12.3% done in 5968.9s, 42631.1s to go
on time step 2407 (time=150.438), 2.46364 s/step
Meep progress: 150.5625/1224.9 = 12.3% done in 5973.8s, 42625.9s to go
on time step 2409 (time=150.562), 2.46035 s/step
Meep progress: 150.6875/1224.9 = 12.3% done in 5978.7s, 42620.6s to go
on time step 2411 (time=150.688), 2.45795 s/step
Meep progress: 150.8125/1224.9 = 12.3% done in 5983.6s, 42615.4s to go
on time step 2413 (time=150.812), 2.46283 s/step
Meep progress: 150.9375/1224.9 = 12.3% done in 5988.6s, 42610.2s to go
on time step 2415 (time=150.938), 2.46391 s/step
Meep progress: 151.0625/1224.9 = 12.3% done in 5993.5s, 42605.1s to go
on time step 2417 (time=151.062), 2.46324 s/step
Meep progress: 151.1875/1224.9 = 12.3% done in 5998.4s, 42599.9s to go
on time step 2419 (time=151.188), 2.46482 s/step
Meep progress: 151.3125/1224.9 = 12.4% done in 6003.3s, 42594.7s to go
on time step 2421 (time=151.312), 2.46393 s/step
Meep progress: 151.4375/1224.9 = 12.4% done in 6008.3s, 42589.5s to go
on time step 2423 (time=151.438), 2.45973 s/step
Meep progress: 151.5625/1224.9 = 12.4% done in 6013.2s, 42584.2s to go
on time step 2425 (time=151.562), 2.46154 s/step
Meep progress: 151.6875/1224.9 = 12.4% done in 6018.1s, 42579.0s to go
on time step 2427 (time=151.688), 2.45931 s/step
Meep progress: 151.8125/1224.9 = 12.4% done in 6023.0s, 42573.8s to go
on time step 2429 (time=151.812), 2.46119 s/step
Meep progress: 151.9375/1224.9 = 12.4% done in 6027.9s, 42568.5s to go
on time step 2431 (time=151.938), 2.45961 s/step
Meep progress: 152.0625/1224.9 = 12.4% done in 6032.9s, 42563.3s to go
on time step 2433 (time=152.062), 2.45816 s/step
Meep progress: 152.1875/1224.9 = 12.4% done in 6037.8s, 42558.0s to go
on time step 2435 (time=152.188), 2.45859 s/step
Meep progress: 152.3125/1224.9 = 12.4% done in 6042.7s, 42552.8s to go
on time step 2437 (time=152.312), 2.45843 s/step
Meep progress: 152.4375/1224.9 = 12.4% done in 6047.6s, 42547.5s to go
on time step 2439 (time=152.438), 2.45823 s/step
Meep progress: 152.5625/1224.9 = 12.5% done in 6052.5s, 42542.2s to go
on time step 2441 (time=152.562), 2.45793 s/step
Meep progress: 152.6875/1224.9 = 12.5% done in 6057.4s, 42537.0s to go
on time step 2443 (time=152.688), 2.45994 s/step
Meep progress: 152.8125/1224.9 = 12.5% done in 6062.4s, 42531.8s to go
on time step 2445 (time=152.812), 2.45833 s/step
Meep progress: 152.9375/1224.9 = 12.5% done in 6067.3s, 42526.5s to go
on time step 2447 (time=152.938), 2.45863 s/step
Meep progress: 153.0625/1224.9 = 12.5% done in 6072.2s, 42521.3s to go
on time step 2449 (time=153.062), 2.45891 s/step
Meep progress: 153.1875/1224.9 = 12.5% done in 6077.1s, 42516.0s to go
on time step 2451 (time=153.188), 2.46077 s/step
Meep progress: 153.3125/1224.9 = 12.5% done in 6082.0s, 42510.8s to go
on time step 2453 (time=153.312), 2.45942 s/step
Meep progress: 153.4375/1224.9 = 12.5% done in 6087.0s, 42505.6s to go
on time step 2455 (time=153.438), 2.46206 s/step
Meep progress: 153.5625/1224.9 = 12.5% done in 6091.9s, 42500.4s to go
on time step 2457 (time=153.562), 2.45914 s/step
Meep progress: 153.6875/1224.9 = 12.5% done in 6096.8s, 42495.1s to go
on time step 2459 (time=153.688), 2.45982 s/step
Meep progress: 153.8125/1224.9 = 12.6% done in 6101.7s, 42489.9s to go
on time step 2461 (time=153.812), 2.45724 s/step
Meep progress: 153.9375/1224.9 = 12.6% done in 6106.6s, 42484.6s to go
on time step 2463 (time=153.938), 2.45767 s/step
Meep progress: 154.0625/1224.9 = 12.6% done in 6111.5s, 42479.3s to go
on time step 2465 (time=154.062), 2.45692 s/step
Meep progress: 154.1875/1224.9 = 12.6% done in 6116.5s, 42474.1s to go
on time step 2467 (time=154.188), 2.45894 s/step
Meep progress: 154.3125/1224.9 = 12.6% done in 6121.4s, 42468.8s to go
on time step 2469 (time=154.312), 2.45703 s/step
Meep progress: 154.4375/1224.9 = 12.6% done in 6126.3s, 42463.6s to go
on time step 2471 (time=154.438), 2.45773 s/step
Meep progress: 154.5625/1224.9 = 12.6% done in 6131.2s, 42458.3s to go
on time step 2473 (time=154.562), 2.45724 s/step
Meep progress: 154.6875/1224.9 = 12.6% done in 6136.1s, 42453.0s to go
on time step 2475 (time=154.688), 2.45717 s/step
Meep progress: 154.8125/1224.9 = 12.6% done in 6141.0s, 42447.8s to go
on time step 2477 (time=154.812), 2.45671 s/step
Meep progress: 154.9375/1224.9 = 12.6% done in 6145.9s, 42442.5s to go
on time step 2479 (time=154.938), 2.45752 s/step
Meep progress: 155.0625/1224.9 = 12.7% done in 6150.9s, 42437.2s to go
on time step 2481 (time=155.062), 2.45744 s/step
Meep progress: 155.1875/1224.9 = 12.7% done in 6155.8s, 42432.0s to go
on time step 2483 (time=155.188), 2.45873 s/step
Meep progress: 155.3125/1224.9 = 12.7% done in 6160.7s, 42426.7s to go
on time step 2485 (time=155.312), 2.45699 s/step
Meep progress: 155.4375/1224.9 = 12.7% done in 6165.6s, 42421.5s to go
on time step 2487 (time=155.438), 2.45703 s/step
Meep progress: 155.5625/1224.9 = 12.7% done in 6170.5s, 42416.2s to go
on time step 2489 (time=155.562), 2.45746 s/step
Meep progress: 155.6875/1224.9 = 12.7% done in 6175.4s, 42411.0s to go
on time step 2491 (time=155.688), 2.45729 s/step
Meep progress: 155.8125/1224.9 = 12.7% done in 6180.4s, 42405.7s to go
on time step 2493 (time=155.812), 2.45883 s/step
Meep progress: 155.9375/1224.9 = 12.7% done in 6185.3s, 42400.5s to go
on time step 2495 (time=155.938), 2.45879 s/step
Meep progress: 156.0625/1224.9 = 12.7% done in 6190.2s, 42395.2s to go
on time step 2497 (time=156.062), 2.45715 s/step
Meep progress: 156.1875/1224.9 = 12.8% done in 6195.1s, 42390.0s to go
on time step 2499 (time=156.188), 2.45719 s/step
Meep progress: 156.3125/1224.9 = 12.8% done in 6200.0s, 42384.7s to go
on time step 2501 (time=156.312), 2.45714 s/step
Meep progress: 156.4375/1224.9 = 12.8% done in 6204.9s, 42379.5s to go
on time step 2503 (time=156.438), 2.45703 s/step
Meep progress: 156.5625/1224.9 = 12.8% done in 6209.9s, 42374.2s to go
on time step 2505 (time=156.562), 2.45881 s/step
Meep progress: 156.6875/1224.9 = 12.8% done in 6214.8s, 42369.0s to go
on time step 2507 (time=156.688), 2.45792 s/step
Meep progress: 156.8125/1224.9 = 12.8% done in 6219.7s, 42363.7s to go
on time step 2509 (time=156.812), 2.45721 s/step
Meep progress: 156.9375/1224.9 = 12.8% done in 6224.6s, 42358.5s to go
on time step 2511 (time=156.938), 2.4568 s/step
Meep progress: 157.0625/1224.9 = 12.8% done in 6229.5s, 42353.2s to go
on time step 2513 (time=157.062), 2.45714 s/step
Meep progress: 157.1875/1224.9 = 12.8% done in 6234.4s, 42348.0s to go
on time step 2515 (time=157.188), 2.45731 s/step
Meep progress: 157.3125/1224.9 = 12.8% done in 6239.3s, 42342.7s to go
on time step 2517 (time=157.312), 2.45779 s/step
Meep progress: 157.4375/1224.9 = 12.9% done in 6244.3s, 42337.5s to go
on time step 2519 (time=157.438), 2.45711 s/step
Meep progress: 157.5625/1224.9 = 12.9% done in 6249.2s, 42332.2s to go
on time step 2521 (time=157.562), 2.45879 s/step
Meep progress: 157.6875/1224.9 = 12.9% done in 6254.1s, 42327.0s to go
on time step 2523 (time=157.688), 2.45649 s/step
Meep progress: 157.8125/1224.9 = 12.9% done in 6259.0s, 42321.7s to go
on time step 2525 (time=157.812), 2.45727 s/step
Meep progress: 157.9375/1224.9 = 12.9% done in 6263.9s, 42316.5s to go
on time step 2527 (time=157.938), 2.45798 s/step
Meep progress: 158.0625/1224.9 = 12.9% done in 6268.8s, 42311.3s to go
on time step 2529 (time=158.062), 2.45888 s/step
Meep progress: 158.1875/1224.9 = 12.9% done in 6273.7s, 42306.0s to go
on time step 2531 (time=158.188), 2.45704 s/step
Meep progress: 158.3125/1224.9 = 12.9% done in 6278.7s, 42300.8s to go
on time step 2533 (time=158.312), 2.45902 s/step
Meep progress: 158.4375/1224.9 = 12.9% done in 6283.6s, 42295.6s to go
on time step 2535 (time=158.438), 2.46308 s/step
Meep progress: 158.5625/1224.9 = 12.9% done in 6288.5s, 42290.5s to go
on time step 2537 (time=158.562), 2.46466 s/step
Meep progress: 158.6875/1224.9 = 13.0% done in 6293.4s, 42285.2s to go
on time step 2539 (time=158.688), 2.4571 s/step
Meep progress: 158.8125/1224.9 = 13.0% done in 6298.4s, 42280.0s to go
on time step 2541 (time=158.812), 2.45844 s/step
Meep progress: 158.9375/1224.9 = 13.0% done in 6303.3s, 42274.8s to go
on time step 2543 (time=158.938), 2.45686 s/step
Meep progress: 159.0625/1224.9 = 13.0% done in 6308.2s, 42269.5s to go
on time step 2545 (time=159.062), 2.4587 s/step
Meep progress: 159.1875/1224.9 = 13.0% done in 6313.1s, 42264.3s to go
on time step 2547 (time=159.188), 2.45627 s/step
Meep progress: 159.3125/1224.9 = 13.0% done in 6318.0s, 42259.0s to go
on time step 2549 (time=159.312), 2.45782 s/step
Meep progress: 159.4375/1224.9 = 13.0% done in 6322.9s, 42253.8s to go
on time step 2551 (time=159.438), 2.45691 s/step
Meep progress: 159.5625/1224.9 = 13.0% done in 6327.8s, 42248.6s to go
on time step 2553 (time=159.562), 2.45896 s/step
Meep progress: 159.6875/1224.9 = 13.0% done in 6332.8s, 42243.3s to go
on time step 2555 (time=159.688), 2.45716 s/step
Meep progress: 159.8125/1224.9 = 13.0% done in 6337.7s, 42238.1s to go
on time step 2557 (time=159.812), 2.4572 s/step
Meep progress: 159.9375/1224.9 = 13.1% done in 6342.6s, 42232.8s to go
on time step 2559 (time=159.938), 2.45673 s/step
Meep progress: 160.0625/1224.9 = 13.1% done in 6347.5s, 42227.6s to go
on time step 2561 (time=160.062), 2.45715 s/step
Meep progress: 160.1875/1224.9 = 13.1% done in 6352.4s, 42222.4s to go
on time step 2563 (time=160.188), 2.45789 s/step
Meep progress: 160.3125/1224.9 = 13.1% done in 6357.3s, 42217.1s to go
on time step 2565 (time=160.312), 2.45801 s/step
Meep progress: 160.4375/1224.9 = 13.1% done in 6362.2s, 42211.9s to go
on time step 2567 (time=160.438), 2.45688 s/step
Meep progress: 160.5625/1224.9 = 13.1% done in 6367.2s, 42206.7s to go
on time step 2569 (time=160.562), 2.45831 s/step
Meep progress: 160.6875/1224.9 = 13.1% done in 6372.1s, 42201.4s to go
on time step 2571 (time=160.688), 2.45722 s/step
Meep progress: 160.8125/1224.9 = 13.1% done in 6377.0s, 42196.2s to go
on time step 2573 (time=160.812), 2.45746 s/step
Meep progress: 160.9375/1224.9 = 13.1% done in 6381.9s, 42191.0s to go
on time step 2575 (time=160.938), 2.45752 s/step
Meep progress: 161.0625/1224.9 = 13.1% done in 6386.8s, 42185.7s to go
on time step 2577 (time=161.062), 2.45776 s/step
Meep progress: 161.1875/1224.9 = 13.2% done in 6391.7s, 42180.5s to go
on time step 2579 (time=161.188), 2.4573 s/step
Meep progress: 161.3125/1224.9 = 13.2% done in 6396.7s, 42175.3s to go
on time step 2581 (time=161.312), 2.45882 s/step
Meep progress: 161.4375/1224.9 = 13.2% done in 6401.6s, 42170.1s to go
on time step 2583 (time=161.438), 2.45663 s/step
Meep progress: 161.5625/1224.9 = 13.2% done in 6406.5s, 42164.8s to go
on time step 2585 (time=161.562), 2.45738 s/step
Meep progress: 161.6875/1224.9 = 13.2% done in 6411.4s, 42159.6s to go
on time step 2587 (time=161.688), 2.45661 s/step
Meep progress: 161.8125/1224.9 = 13.2% done in 6416.3s, 42154.4s to go
on time step 2589 (time=161.812), 2.45874 s/step
Meep progress: 161.9375/1224.9 = 13.2% done in 6421.2s, 42149.1s to go
on time step 2591 (time=161.938), 2.45706 s/step
Meep progress: 162.0625/1224.9 = 13.2% done in 6426.1s, 42143.9s to go
on time step 2593 (time=162.062), 2.45786 s/step
Meep progress: 162.1875/1224.9 = 13.2% done in 6431.1s, 42138.7s to go
on time step 2595 (time=162.188), 2.45665 s/step
Meep progress: 162.3125/1224.9 = 13.3% done in 6436.0s, 42133.4s to go
on time step 2597 (time=162.312), 2.45784 s/step
Meep progress: 162.4375/1224.9 = 13.3% done in 6440.9s, 42128.2s to go
on time step 2599 (time=162.438), 2.45686 s/step
Meep progress: 162.5625/1224.9 = 13.3% done in 6445.8s, 42123.0s to go
on time step 2601 (time=162.562), 2.45677 s/step
Meep progress: 162.6875/1224.9 = 13.3% done in 6450.7s, 42117.8s to go
on time step 2603 (time=162.688), 2.45781 s/step
Meep progress: 162.8125/1224.9 = 13.3% done in 6455.6s, 42112.5s to go
on time step 2605 (time=162.812), 2.45711 s/step
Meep progress: 162.9375/1224.9 = 13.3% done in 6460.5s, 42107.3s to go
on time step 2607 (time=162.938), 2.45798 s/step
Meep progress: 163.0625/1224.9 = 13.3% done in 6465.5s, 42102.1s to go
on time step 2609 (time=163.062), 2.4572 s/step
Meep progress: 163.1875/1224.9 = 13.3% done in 6470.4s, 42096.8s to go
on time step 2611 (time=163.188), 2.45699 s/step
Meep progress: 163.3125/1224.9 = 13.3% done in 6475.3s, 42091.6s to go
on time step 2613 (time=163.312), 2.4569 s/step
Meep progress: 163.4375/1224.9 = 13.3% done in 6480.2s, 42086.4s to go
on time step 2615 (time=163.438), 2.45865 s/step
Meep progress: 163.5625/1224.9 = 13.4% done in 6485.1s, 42081.2s to go
on time step 2617 (time=163.562), 2.45681 s/step
Meep progress: 163.6875/1224.9 = 13.4% done in 6490.0s, 42076.0s to go
on time step 2619 (time=163.688), 2.45773 s/step
Meep progress: 163.8125/1224.9 = 13.4% done in 6494.9s, 42070.7s to go
on time step 2621 (time=163.812), 2.45641 s/step
Meep progress: 163.9375/1224.9 = 13.4% done in 6499.9s, 42065.5s to go
on time step 2623 (time=163.938), 2.45716 s/step
Meep progress: 164.0625/1224.9 = 13.4% done in 6504.8s, 42060.3s to go
on time step 2625 (time=164.062), 2.45721 s/step
Meep progress: 164.1875/1224.9 = 13.4% done in 6509.7s, 42055.1s to go
on time step 2627 (time=164.188), 2.4588 s/step
Meep progress: 164.3125/1224.9 = 13.4% done in 6514.6s, 42049.8s to go
on time step 2629 (time=164.312), 2.45723 s/step
Meep progress: 164.4375/1224.9 = 13.4% done in 6519.5s, 42044.6s to go
on time step 2631 (time=164.438), 2.45898 s/step
Meep progress: 164.5625/1224.9 = 13.4% done in 6524.4s, 42039.4s to go
on time step 2633 (time=164.562), 2.45664 s/step
Meep progress: 164.6875/1224.9 = 13.4% done in 6529.4s, 42034.2s to go
on time step 2635 (time=164.688), 2.45866 s/step
Meep progress: 164.8125/1224.9 = 13.5% done in 6534.3s, 42029.0s to go
on time step 2637 (time=164.812), 2.45699 s/step
Meep progress: 164.9375/1224.9 = 13.5% done in 6539.2s, 42023.8s to go
on time step 2639 (time=164.938), 2.45879 s/step
Meep progress: 165.0625/1224.9 = 13.5% done in 6544.1s, 42018.6s to go
on time step 2641 (time=165.062), 2.45716 s/step
Meep progress: 165.1875/1224.9 = 13.5% done in 6549.0s, 42013.3s to go
on time step 2643 (time=165.188), 2.45723 s/step
Meep progress: 165.3125/1224.9 = 13.5% done in 6553.9s, 42008.1s to go
on time step 2645 (time=165.312), 2.45758 s/step
Meep progress: 165.4375/1224.9 = 13.5% done in 6558.8s, 42002.9s to go
on time step 2647 (time=165.438), 2.45728 s/step
Meep progress: 165.5625/1224.9 = 13.5% done in 6563.8s, 41997.7s to go
on time step 2649 (time=165.562), 2.45691 s/step
Meep progress: 165.6875/1224.9 = 13.5% done in 6568.7s, 41992.5s to go
on time step 2651 (time=165.688), 2.45798 s/step
Meep progress: 165.8125/1224.9 = 13.5% done in 6573.6s, 41987.2s to go
on time step 2653 (time=165.812), 2.45661 s/step
Meep progress: 165.9375/1224.9 = 13.5% done in 6578.5s, 41982.1s to go
on time step 2655 (time=165.938), 2.46315 s/step
Meep progress: 166.0625/1224.9 = 13.6% done in 6583.4s, 41976.9s to go
on time step 2657 (time=166.062), 2.45781 s/step
Meep progress: 166.1875/1224.9 = 13.6% done in 6588.3s, 41971.7s to go
on time step 2659 (time=166.188), 2.45736 s/step
Meep progress: 166.3125/1224.9 = 13.6% done in 6593.3s, 41966.5s to go
on time step 2661 (time=166.312), 2.4576 s/step
Meep progress: 166.4375/1224.9 = 13.6% done in 6598.2s, 41961.3s to go
on time step 2663 (time=166.438), 2.45838 s/step
Meep progress: 166.5625/1224.9 = 13.6% done in 6603.1s, 41956.0s to go
on time step 2665 (time=166.562), 2.45706 s/step
Meep progress: 166.6875/1224.9 = 13.6% done in 6608.0s, 41950.8s to go
on time step 2667 (time=166.688), 2.4571 s/step
Meep progress: 166.8125/1224.9 = 13.6% done in 6612.9s, 41945.6s to go
on time step 2669 (time=166.812), 2.45729 s/step
Meep progress: 166.9375/1224.9 = 13.6% done in 6617.8s, 41940.4s to go
on time step 2671 (time=166.938), 2.45727 s/step
Meep progress: 167.0625/1224.9 = 13.6% done in 6622.8s, 41935.2s to go
on time step 2673 (time=167.062), 2.45686 s/step
Meep progress: 167.1875/1224.9 = 13.6% done in 6627.7s, 41930.0s to go
on time step 2675 (time=167.188), 2.45834 s/step
Meep progress: 167.3125/1224.9 = 13.7% done in 6632.6s, 41924.8s to go
on time step 2677 (time=167.312), 2.45688 s/step
Meep progress: 167.4375/1224.9 = 13.7% done in 6637.5s, 41919.6s to go
on time step 2679 (time=167.438), 2.45781 s/step
Meep progress: 167.5625/1224.9 = 13.7% done in 6642.4s, 41914.3s to go
on time step 2681 (time=167.562), 2.45685 s/step
Meep progress: 167.6875/1224.9 = 13.7% done in 6647.3s, 41909.1s to go
on time step 2683 (time=167.688), 2.45739 s/step
Meep progress: 167.8125/1224.9 = 13.7% done in 6652.2s, 41903.9s to go
on time step 2685 (time=167.812), 2.45651 s/step
Meep progress: 167.9375/1224.9 = 13.7% done in 6657.2s, 41898.7s to go
on time step 2687 (time=167.938), 2.45814 s/step
Meep progress: 168.0625/1224.9 = 13.7% done in 6662.1s, 41893.5s to go
on time step 2689 (time=168.062), 2.45683 s/step
Meep progress: 168.1875/1224.9 = 13.7% done in 6667.0s, 41888.3s to go
on time step 2691 (time=168.188), 2.45682 s/step
Meep progress: 168.3125/1224.9 = 13.7% done in 6671.9s, 41883.1s to go
on time step 2693 (time=168.312), 2.45666 s/step
Meep progress: 168.4375/1224.9 = 13.8% done in 6676.8s, 41877.9s to go
on time step 2695 (time=168.438), 2.45697 s/step
Meep progress: 168.5625/1224.9 = 13.8% done in 6681.7s, 41872.6s to go
on time step 2697 (time=168.562), 2.4568 s/step
Meep progress: 168.6875/1224.9 = 13.8% done in 6686.6s, 41867.4s to go
on time step 2699 (time=168.688), 2.4578 s/step
